name,category,subsidiary of / alias of,stakeholdergroup,nationality,email domain names,Membership Organization,Wiki Page
T-Mobile Polska Spolka Akcyjna,Telecommunications Provider,Deutsche Telekom,Business,Poland,,ETSI,
Apple Portugal,Consumer hardware and software vendor,Apple,Business,Portugal,,ETSI,
PT Portugal SGPS SA,Telecommunications Provider,,Business,Portugal,,ETSI,
Ubiwhere Lda,"Technology research and development company, Software Provider",,Business,Portugal,,ETSI,
Orange Romania,Telecommunications Provider,Orange,Business ,Romania,,ETSI,
Samsung Electronics Romania SRL,"Software Provider, Hardware Provider, Consumer hardware and software vendor, Technology research and development company",Samsung Electronics Ind. Co.  Ltd.,Business,Romania,,ETSI,
Vodafone Romania S.A.,Telecommunications Provider,Vodafone Group Plc,Business,Romania,,ETSI,
CRYPTO-PRO,Software Provider,,Business,Russian Federation,cryptopro.ru,,
Intel Russia A/O,Chipmaker,Intel,Business,Russian Federation,,ETSI,
Joint Stock Research and production company Kryptonite,Technology research and development company,,Business,Russian Federation,kryptonite.ru,ETSI,
Nexign ,Software Provider,,Business,Russian Federation,,ETSI,
Rostelekom,Telecommunications Provider,,Business,Russian Federation,,,
Skolkovo Institute of Science and Technology,Research Institution,,Academia,Russian Federation,,ETSI,
The Bonch-Bruevich Saint-Petersburg State University of Telecommunications,Research Institution,,Academia,Russian Federation,,,
Communication and Information Technology Commission,,,Government,Saudi Arabia,,ATIS,
Cyber Security Agency of Singapore,,,Government,Singapore,,ETSI,
MOZARK,Software Provider,,Business,Singapore,,ETSI,
Wireless Broadband Alliance Ltd.,Association,,Business,Singapore,,OTHER,
Ministry of Transport and Construction of the Slovak Republic,,,Government,Slovakia,,ETSI,
Iskratel d.o.o. Ltd.  Telecommunications Systems,Software Provider,,Business,Slovenia,,ETSI,
Slovenian Institute for Standardisation,Regional Standards Body,,Technical Community,Slovenia,,ETSI,
TELKOM SA SOC Ltd,Telecommunications Provider,,Business,South Africa,,ETSI,
Cellnex Telecom,Telecommunications Provider,,Business,Spain,,ETSI,
Centre tecnologic de Telecomunicacions de Catalunya,Research Institution,,Academia,Spain,,ETSI,
DEKRA testing and Certification  S.A.U.,Testing and Certification,,Business,Spain,,ETSI,
EMITE Ingenieria S.L.,Networking equipment vendor,,Business,Spain,,ETSI,
Ericsson España S.A.,Networking equipment vendor,Ericsson,Business,Spain,,ETSI,
France Telecom Espana S.A.U.,Telecommunications Provider,Orange,Business,Spain,francetelecom.com,ETSI,
HISPASAT SA,Satellite Communications Provider,,Business,Spain,,ETSI,
MINISTRY OF ECONOMY AND BUSINESS,,,Government,Spain,,ETSI,
Motorola Mobility España SA,"Software Provider, Hardware Provider, Consumer hardware and software vendor",Motorola,Business,Spain,,ETSI,
NEMERGENT SOLUTIONS SL,"Software Provider, Consulting",,Business,Spain,,ETSI,
QUALCOMM Europe Inc. - Spain Branch Office,Chipmaker,Qualcomm Incorporated,Business,Spain,,ETSI,
Samsung Electronics Iberia SA,"Software Provider, Hardware Provider, Consumer hardware and software vendor, Technology research and development company",Samsung Electronics Ind. Co.  Ltd.,Business,Spain,,ETSI,
Satelio IoT Services,Satellite Communications Provider,,Business,Spain,,ETSI,
TELEFONICA S.A.,Telecommunications Provider,,Business,Spain,"telefonica.com , viaginterkom.de",ETSI,
Universidad Carlos III Madria,Research Institution,,Academia,Spain,it.uc3m.es,,
Universidad de Malaga,Research Institution,,Academia,Spain,,ETSI,
Universidad del País Vasco/Euskal Herriko Unibertsitatea,Research Institution,,Academia,Spain,,ETSI,
Universidad Politecnica de Barcelona,Research Institution,,Academia,Spain,"entel.upc.es, upc.edu, ac.upc.edu",,
University of Murcia,Research Institution,,Academia ,Spain,um.es,,
VALID SOLUCIONES TECNOLÓGICAS S.A.U,Technology research and development company,,Business,Spain,,ETSI,
Verizon Spain S.L.,Internet Registry,Verizon,Business,Spain,,ETSI,
Vodafone España SA,Telecommunications Provider,Vodafone Group Plc,Business,Spain,,ETSI,
Apple AB,Consumer hardware and software vendor,Apple,Business,Sweden,,ETSI,
Bluetest AB,Software Provider,,Business,Sweden,,ETSI,
Ericsson,Networking equipment vendor,,Business,Sweden,"ericsson.com , era.ericsson.se , stericsson.com",,
Ericsson Australia Ltd,Networking equipment vendor,,Business,Australia,ericsson.com.au,,
Ericsson Telefonaktiebolaget LM,Networking equipment vendor,Ericsson,Business,Sweden,,ETSI,
Huawei Technologies Sweden AB,Networking equipment vendor,Huawei Device Co. Ltd,Business,Sweden,,ETSI,
Husqvarna AB (publ),,,Business,Sweden,,ETSI,
Intel Sweden AB,Chipmaker,Intel,Business,Sweden,,ETSI,
National Defence Radio Establishment,,,Government,Sweden,,ETSI,
NETNOD,Infrastructure Company,,Business,Sweden,netnod.se,,
Polismyndigheten,,,Government,Sweden,,ETSI,
Qualcomm Europe Inc. Sweden,Chipmaker,Qualcomm Incorporated,Business,Sweden,,ETSI,
RISE Research Institutes of Sweden,Research Institution,,Academia,Sweden,ri.se,ETSI,
Samsung Electronics Nordic AB,"Software Provider, Hardware Provider, Consumer hardware and software vendor, Technology research and development company",Samsung Electronics Ind. Co.  Ltd.,Business,Sweden,,ETSI,
Sectra Communications AB,Cybersecurity,,Business,Sweden,,ETSI,
Swedish Post and Telecom Authority,,,Government,Sweden,,ETSI,
Swedish Security Service,Law Enforcement Agency,,Government,Sweden,,ATIS,
Telcordia,Software Provider,Ericsson,Business ,Sweden,telcordia.com,,
Telia Company AB,Telecommunications Provider,,Business,Sweden,"telia.se , teliasonera.com",ETSI,
Trafikverket,,,Government,Sweden,,ETSI,
Verizon Sweden Aktiebolag 2116,Internet Registry,Verizon,Business,Sweden,,ETSI,
ZTE Wistron Telecom AB,Networking equipment vendor,ZTE,Business,Sweden,,ETSI,
5G Media Action Group,,,,Switzerland,5g-mag.com,OTHER,
Apple Switzerland AG,Consumer hardware and software vendor,Apple,Business,Switzerland,,ETSI,
DECT Forum,Association,,Business,Switzerland,,ETSI,
EBU - European Broadcasting Union,Association,,Business,Switzerland,,ETSI,
ErvoCom International AG,Software Provider,,Business,Switzerland,,ETSI,
Landis+Gyr Switzerland AG,"Software Provider, Hardware Provider",,Business,Switzerland,landisgyr.com,ETSI,
Ofcom (CH),Regulatory Body,,Government,Switzerland,,ETSI,
Perey Research & Consulting,"Research Institution, Consulting",,Business,Switzerland,,ETSI,
Qualcomm Wireless GmbH,Chipmaker,Qualcomm Incorporated,Business,Switzerland,,ETSI,
Schindler Elevator Ltd,Consumer hardware and software vendor,,Business,Switzerland,,ETSI,
Semtech Neuchatel SA,Chipmaker,,Business,Switzerland,semtech.com,ETSI,
SITA OnAir Switzerland Sarl,Consumer hardware and software vendor,"SITA, Airbus",Business,Switzerland,,ETSI,
STMicroelectronics International NV,Chipmaker,,Business ,Switzerland,,ETSI,
SWISSCOM SA,Telecommunications Provider,,Business,Switzerland,swisscom.com,ETSI,
u-blox AG,Networking Service Provider,,Business,Switzerland,,ETSI,
Verizon Switzerland AG,Internet Registry,Verizon,Business,Switzerland,,ETSI,
Acer Incorporated,Consumer hardware and software vendor,,Business,Taiwan,,ETSI,
Asia Pacific Telecom co. Ltd,Networking equipment vendor,,Business ,Taiwan,,ETSI,
Bureau Veritas,Technology research and development company,,Business,Taiwan,,ETSI,https://en.wikipedia.org/wiki/Bureau_Veritas
Chunghwa Telecommunication Laboratories  Chunghwa Telecommunication Co.,Research Institution,,Business,Taiwan,,ETSI,
Industrial Technology Research Institute,Research Institution,,Academia,Taiwan,,ETSI,
Institute for Information Industry,Research Institution,,Academia,Taiwan,,ETSI,
MediaTek Incorporated,"Software Provider, Hardware Provider, Consumer hardware and software vendor",,Business,Taiwan,,ETSI,
National Taiwan University,Research Institution,,Academia,Taiwan,,ETSI,
Sporton International Inc.,Testing and Certification,,Business ,Taiwan,,ETSI,
Taiwan Network Information Center,Internet Registry,,Government,Taiwan,twnic.tw,,
Lawful Interception,Consulting,,Business,Netherlands,lawfulinterception.com,,
ASELSAN Inc.,Technology research and development company,,Business,Turkey,,ETSI,https://en.wikipedia.org/wiki/Aselsan
Havelsan Hava Elektronik Sanayi ve Ticaret A.S.,Software Provider,,Business,Turkey,,ETSI,
Netas Telecommunication A.S.,Networking Service Provider,,Business,Turkey,,ETSI,
P.I. WORKS TR BILISIM HIZMETLERI A.S.,,,Business,Turkey,,ETSI,
Turk Telekomunikasyon A.S.,Telecommunications Provider,,Business,Turkey,,ETSI,
Turkcell Iletisim Hizmetleri A.S.,Telecommunications Provider,,Business,Turkey,,ETSI,
Vodafone Telekomünikasyon A.S.,Telecommunications Provider,Vodafone Group Plc,Business,Turkey,,ETSI,
EMIRATES TELECOMMUNICATIONS CORPORATION,Telecommunications Provider,,Business,United Arab Emirates,,ETSI,
Etisalat,Telecommunications Provider,,Business,United Arab Emirates,etisalat.ae,,
Technology Innovation Institute,Research Institution,,Academia,United Arab Emirates,,ETSI,
AccelerComm Ltd,Networking equipment vendor,,Business,United Kingdom,,ETSI,
Aeroflex Ltd a VIAVI Solutions Company,Networking equipment vendor,Aeroflex Inc,Business,United Kingdom,aeroflex.com,ETSI,
Airwave Solutions Limited,Networking Service Provider,,Business,United Kingdom,,ETSI,https://en.wikipedia.org/wiki/Airwave_Solutions
Altiostar Networks UK Limited,Software Provider,Altiostar Inc,Business,United Kingdom,altiostar.com,ETSI,
ANRITSU LTD,Networking equipment vendor,,Business,United Kingdom,anritsu.com,ETSI,
Apple (UK) Limited,Consumer hardware and software vendor,Apple,Business,United Kingdom,,ETSI,
Apple Europe Limited,Consumer hardware and software vendor,Apple,Business,United Kingdom,,ETSI,
ARTICLE19,Civil Society Organization,,Civil Society,United Kingdom,article19.org,ETSI,
Avanti Communications Ltd,Networking Service Provider,,Business,United Kingdom,avantiplc.com,ETSI,
BAE Systems Applied Intelligence Limited,Consulting,,Business,United Kingdom,,ETSI,https://en.wikipedia.org/wiki/BAE_Systems_Applied_Intelligence
BlackBerry UK Limited,Consumer hardware and software vendor,,Business,United Kingdom,"blackberry.com , rim.com",ETSI,
BRITISH BROADCASTING CORPORATION,Content Provider,,Civil Society,United Kingdom,bbc.co.uk,ETSI,
BT,Telecommunications Provider,,Business,United Kingdom,"bt.com, bellatlantic.net",ETSI,
Cambium Networks Limited,Networking equipment vendor,,Business,United Kingdom,,ETSI,
CAMBRIDGE CONSULTANTS LTD,Consulting,,Business,United Kingdom,,ETSI,
CKH IOD UK LIMITED,Research Institution,CK Hutchison (CKHH),Business,United Kingdom,,ETSI,
Commscope Technologies AG,Networking Service Provider,,Business,United Kingdom,commscope.com,ETSI,
Department for Digital  Culture  Media and Sport,,,Government,United Kingdom,,ETSI,
DIGITAL CATAPULT,Consulting,,Business,United Kingdom,,ETSI,
Dolby Laboratories Inc.,Technology research and development company,Dolby Inc. ,Business,United Kingdom,,ETSI,
Element Materials Technology Warwick Ltd,Testing and Certification,,Business,United Kingdom,,ETSI,
Ericsson Limited,Networking equipment vendor,Ericsson,Business,United Kingdom,,ETSI,
Global Certification Forum,Testing and Certification,,Business,United Kingdom,,OTHER,
Globile Mobile Suppliers Association,Association,,Business,United Kingdom,,OTHER,
Government Communications Headquarters (GCHQ),Law Enforcement Agency,,Government,United Kingdom,"ntac.gov.uk , ntac.gsi.gov.uk",,
GSM MoU Association,Association,,Business,United Kingdom,,OTHER,
Hitachi Europe Ltd.,"Hardware Provider, Software Provider, Consumer hardware and software vendor",Hitachi Ltd.,Business,United Kingdom,,ETSI,
HOME OFFICE,,,Government,United Kingdom,,ETSI,
Huawei Technologies (UK) Co. Ltd.,Networking equipment vendor,Huawei Device Co. Ltd,Business,United Kingdom,,ETSI,
Huawei Technologies Research & Development (UK) Limited,Networking equipment vendor,Huawei Device Co. Ltd,Business,United Kingdom,,ETSI,
HUGHES Network Systems Ltd,Software Provider,Hughes Network Systems,Business,United Kingdom,,ETSI,
Inmarsat,Satellite Communications Provider,,Business,United Kingdom,,ETSI,
Institute for Communication Systems - University of Surrey,Research Institution,,Academia,United Kingdom,,ETSI,
Intel Corporation (UK) Ltd,Chipmaker,Intel,Business,United Kingdom,,ETSI,
InterDigital Europe Ltd.,Technology research and development company,InterDigital,Business,United Kingdom,,ETSI,
Intertek,Testing and Certification ,,Business,United Kingdom,,ETSI,
IPV6 Forum,Association,,Business,United Kingdom,,OTHER,
Keysight Technologies UK Ltd,Networking equipment vendor,Keysight Technologies Ltd,Business,United Kingdom,keysight.com,ETSI,
LG Electronics UK Ltd,"Hardware Provider, Consumer hardware and software vendor",LG Electronics Inc.,Business,United Kingdom,,ETSI,
M/s Syniverse Technologies Services India Pvt. Ltd.,Networking Service Provider,,Business,United Kingdom,,TSDSI,
Metaswitch,Software Provider,Microsoft,Business,United Kingdom,metaswitch.com,,
Motorola Mobility UK Ltd.,"Software Provider, Hardware Provider, Consumer hardware and software vendor",Motorola,Business,United Kingdom,,ETSI,
Motorola Solutions UK Ltd.,"Software Provider, Hardware Provider, Consumer hardware and software vendor",Motorola,Business,United Kingdom,motorolasolutions.com,ETSI,
National Cyber Security Centre,,,Government,United Kingdom,ncsc.gov.uk,ETSI,
National Technical Assistance Centre,Research Institution,,Academia,United Kingdom,,ETSI,
NEC Europe Ltd,"Software Provider, Hardware Provider",NEC Corporation,Business,United Kingdom,neclab.eu,ETSI,
NEC Telecom MODUS Ltd.,"Software Provider, Hardware Provider",NEC Corporation,Business,United Kingdom,,ETSI,
Nokia UK Ltd.,Networking equipment vendor,Nokia Corporation,Business,United Kingdom,,ETSI,
NOVAMINT,Consulting,,Business,United Kingdom,,ETSI,
Ofcom - Office of Communications (U.K.),Regulatory Body,,Government,United Kingdom,,ETSI,
Orange Brand Services Ltd,Telecommunications Provider,Orange,Business ,United Kingdom,,ETSI,
Qualcomm Technologies International  Ltd,Chipmaker,Qualcomm Incorporated,Business,United Kingdom,,ETSI,
Quixoticity,,,Business,United Kingdom,,ETSI,
Samsung R&D Institute UK,Technology research and development,Samsung Electronics Ind. Co.  Ltd.,Business,United Kingdom,,ETSI,
Satellite Applications Catapult Ltd,Satellite Communications Provider,,Business,United Kingdom,,ETSI,
Sensus UK Systems Limited,"Hardware Provider, Software Provider",,Business,United Kingdom,,ETSI,
Sepura Limited,Networking equipment vendor,,Business,United Kingdom,sepura.com,ETSI,
SGS Wireless,Testing and Certification,,Business,United Kingdom,,ETSI,
Small Cell Forum,Association,,Business,United Kingdom,,OTHER,
Sony Europe B.V.,"Hardware Provider, Consumer hardware and software vendor, Technology research and development company",Sony Corporation,Business,United Kingdom,eu.sony.com,ETSI,
Tencastle,Consulting,,Business,United Kingdom,tencastle.com,,
The Critical Communication Association,Association,,Business,United Kingdom,,OTHER,
Three,Telecommunications Provider,,Business,United Kingdom,three.co.uk,,
Toshiba,"Hardware Provider, Consumer hardware and software vendor",,Business,United Kingdom,"tari.toshiba.com, toshiba.co.jp",ETSI,
TTP plc,Technology research and development company,,,United Kingdom,,ETSI,
TUV SUD BRITISH APPROVALS BOARD FOR TELECOMMUNICATIONS,Testing and Certification,,Government,United Kingdom,,ETSI,
UL VS Ltd,Technology research and development company,,Business,United Kingdom,,ETSI,
University College London (UCL),Research Institution,,Academia,United Kingdom,ucl.ac.uk,,
Verizon UK Ltd,Internet Registry,Verizon,Business,United Kingdom,,ETSI,
Vodafone Group Plc,Telecommunications Provider,,Business,United Kingdom,"gb.vodafone.co.uk , vf.vodafone.co.uk , vodafone.com",ETSI,
4G Americas,,,,United States,,OTHER,
5G Americas,,,,United States,,OTHER,
Adobe,Software Provider,,Business,United States,"adobe.com, gbiv.com",,
ADTRAN Inc,Networking equipment vendor,,Business,United States,,,
Aeroflex Inc,Networking equipment vendor,,Business,United States,,,https://en.wikipedia.org/wiki/Aeroflex
Afilias,Internet Registry,,Business,United States,afilias.info,,
Akamai Technologies,Content Distribution Network,,Business,United States,akamai.com,,
Akamai,,Akamai Technologies,,,,,
Akami Technologies,,Akamai Technologies,,,,,
Alliance for Telecommunications Industry Solutions,Regional Standards Body,,Technical Community,United States,,ATIS,
Altiostar Inc,Software Provider,,Business,United States,,,
Amazon Web Services  Inc.,Cloud Provider,,Business,United States,amazon.com,ETSI,
AMS,IETF secretariat,,Technical Community,United States,amsl.com,,
Anterix,Networking equipment vendor,,Business,United States,,ATIS,
Apple,Consumer hardware and software vendor,,Business,United States,apple.com,,
Apple Inc.,,Apple,,,,,
Arista Networks,Cloud Provider,,Business,United States,arista.com,,
ARM,Chipmaker,,Business,United States,arm.com,,
Arrcus,Cloud Provider,,Business ,United States,arrcus.com,,
AT&T,Telecommunications Provider,,Business ,United States,"att.com, cingular.com",ATIS,
AT&T Research,Telecommunications Provider,AT&T,Business,United States,research.att.com,ATIS,
AT&T Wireless Services Inc.,Telecommunications Provider,AT&T,Business,United States,attws.com,ATIS,
Automotive Edge Computing Consortium,Association,,Business,United States,,OTHER,
Avaya,Networking equipment vendor,,Business,United States,avaya.com,,
Azimuth Systems,Networking equipment vendor,ANRITSU LTD,Business,United States,azimuthsystems.com,ETSI,https://en.wikipedia.org/wiki/Azimuth_Systems
Brave,,,,,,,
Brave Software,,Brave,,,,,
BROADCOM CORPORATION,Hardware Developer,,Business,United States,broadcom.com,ETSI,
Brocade Communication Systems,Hardware Developer,,Business,United States,brocade.com,,
C Spire Wireless,Software Provider,,Business,United States,,ATIS,https://en.wikipedia.org/wiki/C_Spire
CableLabs,Research Institution,,Civil Society,United States,cablelabs.com,ETSI,
Cadence Design Systems Inc.,Software Provider,,Business,United States,,ETSI,https://en.wikipedia.org/wiki/Cadence_Design_Systems
Carnegie Mellon University,Research Institution,,Academia,United States,sei.cmu.edu,,
Casa Systems Inc.,Software Provider,,Business,United States,,ETSI,
Center for Internet Security,Research Institution,,Technical community,United States,cisecurity.org,ETSI,
Center for Democracy & Technology,,,,,cdt.org,,
Charter Communications,Telecommunications Provider,,Business,United States,charter.com,ATIS,
Ciena,Networking equipment vendor,,Business,United States,ciena.com,,
Cisco,Networking equipment vendor,,Business,United States,cisco.com,ATIS,
Cisco Systems,Networking equipment vendor,Cisco,Business,United States,,ATIS,
Cisco Systems Inc.,,Cisco,,,,,
"Cisco Systems, Inc.",,Cisco,,,,,
Cisco System Inc.,,Cisco,,,,,
Classon Consulting,Consulting,,Business,United States,,ATIS,
Cloudflare,Content Distribution Network,,Business,United States,cloudflare.com,,
CloudFlare,,Cloudflare,,,,,
Cloudflare Inc.,,Cloudflare,,,,,
Coherent Logix,Hardware Provider,,Business,United States,,ATIS,
Columbia University,Research Institution,,Academia,United States,cs.columbia.edu,,
Comcast,Telecommunications Provider,,Business,United States,"comcast.com , cable.comcast.com, chriswendt.net",ATIS,
Comtech Telecommunications Corp,Hardware Provider,,Business,United States,,ATIS,
Convida Wireless  LLC,Technology research and development company,"Interdigital, Sony Corporation",Business,United States,,ETSI,
Cornell University,Research Institution,,Academia,United States,"cornell.edu, cs.cornell.edu",,
CORNING OPTICAL COMMUNICATIONS,Hardware Provider,,Business,United States,,ETSI,
Corporation for National Research Initiatives (CNRI),Research Institution,,,United States,cnri.reston.va.us,,
CTIA,Association,,Business,United States,,OTHER,
CUJO Al,Software Provider,,Business,United States,,,
Cybersecurity and Infrastructure Security Agency (CISA) ECD,,,Government,United States,HQ.DHS.GOV,ATIS,
Dell Technologies,Hardware Provider,,Business,United States,dell.com,ATIS,
Dish Network,Consumer hardware and software vendor,,Business,United States,,ATIS,
Dolby Inc. ,Software Provider,,Business,United States,,,
Eland Systems,Cybersecurity,,Business,United States,elandsys.com,,
Ericsson Incorporated,Networking equipment vendor,Ericsson,Business,United States,,ATIS,
Everactive,Consumer hardware and software vendor,,Business,United States,,ETSI,
Export Import bank of the United States,Financial Institution,,Business,United States,,ATIS,
F5 Networks Inc.,"Consulting, Software Provider ",,Business,United States,f5.com,OTHER,
Facebook,Content Provider,Meta USA,Business,United States,fb.com,ETSI,
Fastly,Content Distribution Network,,Business,United States,fastly.com,,
Federal Communications Commission,,,Government,United States,fcc.gov,ETSI,
Federated Wireless,Networking Equipment Vendor,,Business,United States,,CCSA,
FirstNet,,,Government,United States,,ETSI,
Ford Motor Company,Hardware Provider,,Business,United States,,ETSI,
Futurewei Technologies,Networking equipment vendor,Huawei Device Co. Ltd,Business,United States,,ATIS,
Futurewei Technologies Inc.,Networking equipment vendor,Huawei Device Co. Ltd,Business,United States,,ETSI,
Georgia Tech Research Corporation,Research Institution,,Academia,United States,,ETSI,
GLOBALSTAR Inc.,Satellite Communications Provider,,Business,United States,,ETSI,
GoDaddy,Internet Registry,,Business,United States,godaddy.com,,
Google,"Advertising company , Content Distribution Network, Software developer, Research Institution",,Business,United States,"google.com, alvestrand.no",ATIS,
Google Switzerland,,Google,,,,,
HEPTA 7291,Consumer hardware and software vendor,,Business,United States,,ETSI,
Hewlett-Packard,"Hardware Provider, Software Provider",,Business,United States,hp.com,,
Hexagon Autonomy & Positioning,"Hardware Provider, Software Provider",,Business,United States,,ATIS,
Hughes Network Systems,Software Provider,,Business,United States,hughes.com,,
IBM ,Hardware Provider,,Business,United States,"watson.ibm.com, ibm.com",,
Idaho National Laboratory,Research Institution,,Academia,United States,,ETSI,
Infinera,Telecommunications Provider,,Business,United States,"infinera.com, iki.fi",,
Infoblox Inc.,Software Provider,,Business,United States,infoblox.com,ETSI,
Intel,Chipmaker,,Business,United States,intel.com,ATIS,
Intelsat,Satellite Communications Provider,,Business,United States,,ATIS,
InterDigital,Technology research and development company,,Business,United States,interdigital.com,ATIS,
InterDigital Communications Corporation,Technology research and development company,InterDigital,Business,United States,,ATIS,
JMA Wireless,Networking Service Provider,,Business,United States,,ATIS,
Johns Hopkins University Applied Physics Laboratory,Research Institution,,Academia,United States,innovationslab.net,ATIS,
Juniper Networks,Networking equipment vendor,,Business,United States,juniper.net,ATIS,
Juniper Networks EU,Networking equipment vendor,Juniper Networks,Business,United States,,ETSI,
Keysight Technologies Ltd,Networking equipment vendor,,Business,United States,keysight.com,,
Kymeta Corporation,,,,United States,,ETSI,
L3Harris Technologies,Networking Service Provider,,Business,United States,,ATIS,
Ligado Networks,Satellite Communications Provider,,,United States,,ETSI,
Linespeed,Telecommunications Provider,,Business,United States,linespeed.io,,
LinkedIn,Software Provider,,Business,United States,linkedin.com,,
Locaila,Technology research and development company,,Business,United States,,ATIS,
Lockheed Martin,Cybersecurity,,Business,United States,,ATIS,
Lynk Global,Satellite Communications Provider,,Business,United States,,ATIS,
MATRIXX Software  Inc.,Networking Service Provider,,Business,United States,,ETSI,
Mavenir Systems  Inc,Software Provider,,Business,United States,mavenir.com,ETSI,
Maxar,Satellite Communications Provider,,Business,United States,,ATIS,
Merit Network,,,,United States,merit.edu,,
Meta USA,Content Provider,,Business,United States,,ATIS,
Microchip Technology  Inc.,Chipmaker,,Business,United States,microchip.com,ATIS,
Microsoft,Consumer hardware and software vendor,,Business,United States,microsoft.com,,
MIT,Research Institution,,Academia,United States,"theory.lcs.mit.edu, alum.mit.edu, mit.edu, csail.mit.edu",,
MITRE,Cybersecurity,,Business,United States,mitre.org,ETSI,
Motorola,"Software Provider, Hardware Provider, Consumer hardware and software vendor",,Business,United States,"email.mot.com, motorola.com",,
Mozilla,Software Provider,,Business,United States,mozilla.com,,
MulteFire Alliance,Association,,Business,United States,,OTHER,
NASA,Space Agency,,Government,United States,"jpl.nasa.gov, nasa.gov",ATIS,
National Institute of Standards and Technology,Research Institution,,Academia,United States,nist.gov,ATIS,
National Instruments Corporation,"Software Provider, Hardware Provider",,Business,United States,,ETSI,
National Spectrum Consortium,Association,,Business,United States,,ATIS,
National Telecommunications and Information Administration,,,Government,United States,,ATIS,
NetApp,Content Distribution Network,,Business,United States,netapp.com,,
Netflix,Content Provider,,Business,United States,netflix.com,,
Netscape,,,Business,United States,netscape.com,,
Netscout Systems Inc.,Software Provider,,Business,United States,netscout.com,ETSI,
Neustar  Inc.,"Cybersecurity, Consulting",,Business,United States,"neustar.biz, dragon.net",ATIS,
NextNav,"Software Provider, Hardware Provider",,Business,United States,,ATIS,
NIST,Regional Standards Body,,Government,United States,nist.gov,,
Nokia,Networking equipment vendor,Nokia Corporation,Business,United States,nokia.com,ATIS,
Novell,Software Provider,,Business,United States,novell.com,,
Omnispace,Telecommunications Provider,,Business,United States,,ATIS,
ONE Media 3.0 LLC,Content Distribution Network,,Business,United States,,ATIS,
Operational Technology Division (OTD),Software Provider,,Business,United States,,ETSI,
Oracle,Database Provider,,Business ,United States,oracle.com,ETSI,
PCTEST Engineering Laboratory  Inc.,Research Institution,,Business,United States,,ATIS,
Peraton Labs,"Research Institution, Cybersecurity",Vencore,Business,United States,,ATIS,
PHY Wireless,"Software Provider, Hardware Provider",,Business,United States,,ATIS,
Pivotal Commware,Networking equipment vendor,,Business,United States,,ATIS,
Polaris Wireless,Software Provider,,Business,United States,,ATIS,
Puloli,Networking Service Provider,,Business,United States,puloli.com,ATIS,
Qorvo,Chipmaker,,Business,United States,,ETSI,
Qualcomm Incorporated,Chipmaker,,Business,United States,"qti.qualcomm.com, qualcomm.com",ATIS,
Raytheon BBN,Technology research and development company,,Business,United States,bbn.com,,
Red Hat Inc,Software Provider,,Business,United States,"redhat.com, nohats.ca",,
Redback Networks,"Software Provider, Hardware Provider",,Business,United States,redback.com,,
RSA Security LLC,Cybersecurity,,Business,United States,rsasecurity.com,,
Salesforce,Software Provider,,Business,United States,salesforce.com,CCSA,
Samsung Research America,Research Institution,Samsung Electronics Ind. Co.  Ltd.,Business,United States,,ATIS,
Sinodun Internet Technologies,Cybersecurity,,Business,United States,sinodun.com,,
Sinodun,,Sinodun Internet Technologies,,,,,
Sinodun IT,,Sinodun Internet Technologies,,,,,
Skyworks Solutions Inc.,Chipmaker,,Business,United States,,ETSI,
Sorenson Communications,Real time video,,Business ,United States,sorenson.com,,
Southern Linc.,Telecommunications Provider,,Business ,United States,,ATIS,
SpaceX Services  Inc,Space Agency,,Business ,United States,,ETSI,
Sparta,Telecommunications Provider,,Business ,United States,sparta.com,,
Spectrum Effect,Cybersecurity,,Business ,United States,,ETSI,
Spirent Communications,Testing and Certification,,Business ,United States,spirent.com,ETSI,
SS8 Networks Inc.,"Software Provider, Consulting",,Business ,United States,ss8.com,ETSI,
Stanford Computer Science,Research Institution,,Academia,United States,cs.stanford.edu,,
Swift Navigation,"Software Provider, Hardware Provider",,Business,United States,,ETSI,
T-Mobile USA  Inc.,Telecommunications Provider,Deutsche Telekom,Business,United States,t-mobile.com,ETSI,
T-Mobile USA Inc.,Telecommunications Provider,Deutsche Telekom,Business,United States,t-mobile.de,ATIS,
Tantra Analyst,Consulting,,Business,United States,,ETSI,
Telecommunication Industry Association  (TIA),Standards Development Organisation,,Technical Community,United States,,OTHER,
TEOCO,Software Provider,,Business,United States,,ATIS,
Teradyne,"Hardware Provider, Testing and Certification",,Business,United States,,ATIS,
TOYOTA Info Technology Center USA  Inc.,"Hardware Provider, Consumer hardware and software vendor",TOYOTA MOTOR CORPORATION,Business,United States,,ETSI,
Tridea Works,Consulting,,Business,United States,trideaworks.com,,
U.S. Department of Defense,,,Government,United States,,ATIS,
U.S. Department of Transportation,,,Government,United States,,ATIS,
U.S. Naval Research Laboratory,,,Government,United States,"itd.nrl.navy.mil, nrl.navy.ml",,
Union Telephone Company,Association,,Business,United States,,ATIS,
University of California Santa Barbara,Research Institution,,Academia,United States,cs.ucsb.edu,,
"University of California, Berkeley",Research Institution,,Academia,United States,"cal.berkeley.edu, cs.berkeley.edu",,
"University of California, Los Angeles",Research Institution,,Academia,United States,cs.ucla.edu,,
University of Delaware,Research Institution,,Academia,United States,cis.udel.edu,,
University of Michigan,Research Institution,,Academia,United States,umich.edu,,
University of Minnesota,Research Institution,,Academia,United States,umn.edu,,
University of Southern California Information Sciences Institute USC ISI,Research Institution,,Academia,United States,isi.edu,,
